Model,Learning Rate,Epochs,Weight Decay,Hidden Channels,Test Results
GraphSAGE,0.001,1000,0.005,64,"{'mse': 14.816293, 'torch_mse': 14.816293716430664, 'mae': 2.7734869, 'r2': 0.9951563170420034, 'rmse': 3.8491938, 'ev_score': 0.9951846897602081, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 3.5804577e+00,  1.1924257e+01,  6.9780030e+00, ...,
         2.0494190e+01,  2.5835321e+02,  8.1173649e+00],
       [-1.2912719e+00, -1.0929067e+00, -1.7793312e+00, ...,
         4.2066851e+00,  9.9453705e+01, -8.0369866e-01],
       [ 1.2189212e+01,  1.1049869e+00, -2.1553071e-01, ...,
        -5.0801473e+00,  8.7386436e+01, -2.3256290e+00],
       ...,
       [-5.3772573e+00,  5.6706357e+00, -1.2698334e+00, ...,
         3.0842340e+00,  7.0055046e+01,  5.2508175e-01],
       [ 9.8217079e+01,  7.7965820e+01,  8.1429703e+01, ...,
         1.0011770e+02,  8.7951012e+01,  1.0575902e+00],
       [ 2.0352488e+01,  2.8928854e+01,  1.9372719e+01, ...,
         2.6212246e+01,  1.5161797e+02,  1.5582557e+00]], dtype=float32)}"
GIN,0.001,1000,0.005,64,"{'mse': 816.27313, 'torch_mse': 816.2730102539062, 'mae': 20.05033, 'r2': 0.7206679199176501, 'rmse': 28.570494, 'ev_score': 0.7554140587647756, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[123.42965  ,  84.99848  ,   9.080054 , ...,  40.108574 ,
        167.58029  ,  -3.01084  ],
       [ 41.719894 ,  30.091772 ,   1.3353719, ...,  14.003853 ,
         55.440517 ,  -4.254919 ],
       [ 36.898926 ,  23.875431 ,  -1.6220555, ...,   7.531782 ,
         51.780396 ,  -2.3997998],
       ...,
       [ 24.103163 ,  16.314161 ,   1.6895325, ...,   6.2748785,
         32.358418 ,  -1.4388483],
       [ 74.76665  ,  66.521355 ,  56.96529  , ...,  62.558167 ,
         86.042984 ,  38.7676   ],
       [ 74.44163  ,  54.06162  ,  14.9007435, ...,  31.246439 ,
         99.03325  ,   4.7558236]], dtype=float32)}"
GCN,0.001,1000,0.005,128,"{'mse': 327.81808, 'torch_mse': 327.81805419921875, 'mae': 12.257947, 'r2': 0.8995890031244961, 'rmse': 18.105747, 'ev_score': 0.9002668807903925, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 1.29945316e+01,  1.86783924e+01,  1.02005072e+01, ...,
         1.61150436e+01,  2.66055603e+02,  4.66409302e+00],
       [ 4.34052162e+01,  7.60057306e+00,  2.92668772e+00, ...,
         6.81993151e+00,  9.50818481e+01,  1.63946807e-01],
       [ 4.94707298e+01, -1.45378265e+01,  6.81289434e-01, ...,
        -3.27321672e+00,  9.20354385e+01,  1.18187129e+00],
       ...,
       [ 2.66142106e+00,  1.83860254e+00, -4.94847202e+00, ...,
        -5.66662073e+00,  6.32263680e+01, -6.77645922e-01],
       [ 8.98844452e+01,  8.43707275e+01,  8.10223312e+01, ...,
         1.02890564e+02,  9.93841782e+01, -8.97030163e+00],
       [ 2.91018715e+01,  1.33741741e+01,  2.14254551e+01, ...,
         2.42760868e+01,  1.95412766e+02,  4.86780453e+00]], dtype=float32)}"
GAT,0.001,1000,0.005,128,"{'mse': 586.2369, 'torch_mse': 586.2367553710938, 'mae': 13.349594, 'r2': 0.8249824661399993, 'rmse': 24.21233, 'ev_score': 0.8250945607821146, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 36.467323 ,  27.580015 ,   0.6498231, ...,  35.447144 ,
        169.66656  ,   1.2437236],
       [  4.089868 ,  -1.5325109,  -1.1069988, ...,   1.526722 ,
         93.65503  ,  -1.2908524],
       [  5.6465235,  -1.4193159,  -1.1080928, ...,   1.5254976,
         93.6204   ,  -1.2374887],
       ...,
       [  9.046468 ,   3.9678583,   9.835372 , ...,   7.339814 ,
        140.05952  ,  -1.8203206],
       [ 92.02622  ,  75.10393  ,  81.59289  , ..., 107.45015  ,
         91.26417  ,  -3.1733189],
       [ 18.167236 ,  28.199415 ,  18.502453 , ...,  25.282824 ,
        150.98264  ,   1.3065851]], dtype=float32)}"
GraphSAGE,0.001,1000,0.005,128,"{'mse': 3.384362, 'torch_mse': 3.38436222076416, 'mae': 1.3204964, 'r2': 0.9988155324106979, 'rmse': 1.8396635, 'ev_score': 0.9989289790391922, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 2.7796733e+00,  1.2364869e+01,  4.7214036e+00, ...,
         2.1063719e+01,  2.5979672e+02,  6.7329330e+00],
       [-2.7511649e+00,  2.1639731e-02, -1.6528411e+00, ...,
         1.8957406e-02,  9.7791100e+01, -2.0929818e+00],
       [ 1.1725252e+01, -4.7000280e-01, -5.9571373e-01, ...,
        -1.2412493e+00,  8.6999710e+01, -7.4924558e-01],
       ...,
       [ 7.8612834e-01,  1.0887660e+00, -1.4586469e+00, ...,
         1.3015481e+00,  6.9552185e+01,  2.1956000e+00],
       [ 9.6208992e+01,  7.7568192e+01,  8.0213959e+01, ...,
         1.0041514e+02,  8.6725281e+01, -2.3640873e-01],
       [ 2.1212637e+01,  2.7582863e+01,  2.0041426e+01, ...,
         2.6945843e+01,  1.5023746e+02, -2.8262445e-01]], dtype=float32)}"
GIN,0.001,1000,0.005,128,"{'mse': 253.90149, 'torch_mse': 253.90145874023438, 'mae': 10.776997, 'r2': 0.9128697984929338, 'rmse': 15.934286, 'ev_score': 0.9198792477448782, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 7.05733109e+01,  2.42263584e+01,  1.35012789e+01, ...,
         1.91934166e+01,  2.24073517e+02, -1.33522660e-01],
       [ 2.67178764e+01,  5.88991451e+00,  3.65883136e+00, ...,
         2.29721093e+00,  8.27298279e+01, -7.72454262e-01],
       [ 3.58643799e+01,  5.06733799e+00, -1.94939542e+00, ...,
        -2.43800259e+00,  7.42800217e+01, -1.02146313e-01],
       ...,
       [ 1.74575882e+01,  3.86226082e+00,  3.77132702e+00, ...,
         1.83000183e+00,  5.65990486e+01,  2.36761168e-01],
       [ 7.65762405e+01,  7.79979401e+01,  7.07293091e+01, ...,
         8.30843964e+01,  8.01466827e+01,  2.73937931e+01],
       [ 4.28657761e+01,  2.22687798e+01,  1.99336853e+01, ...,
         2.19237404e+01,  1.25163956e+02,  5.28447914e+00]], dtype=float32)}"
GCN,0.001,1000,0.005,256,"{'mse': 203.02303, 'torch_mse': 203.02304077148438, 'mae': 9.806676, 'r2': 0.9370516205451426, 'rmse': 14.248615, 'ev_score': 0.9404140015443166, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 1.60715275e+01,  1.26571970e+01,  6.98073626e+00, ...,
         1.47802801e+01,  2.64277069e+02,  9.64732552e+00],
       [ 3.84809914e+01,  1.05580921e+01,  7.02089787e-01, ...,
         1.19963140e+01,  9.34327698e+01,  9.01409030e-01],
       [ 4.83234062e+01, -1.45793619e+01,  2.43325067e+00, ...,
        -2.09642315e+00,  8.36273117e+01,  2.27155447e+00],
       ...,
       [ 1.10782728e+01,  9.93129063e+00,  1.84943080e-01, ...,
        -1.19848974e-01,  6.90369263e+01,  4.29236412e+00],
       [ 1.05118973e+02,  8.63917618e+01,  8.25464172e+01, ...,
         1.00303802e+02,  9.48192978e+01,  2.61920333e+00],
       [ 3.06274376e+01,  2.06917381e+01,  2.39267864e+01, ...,
         3.06548176e+01,  1.68982758e+02, -5.94824553e-01]], dtype=float32)}"
GAT,0.001,1000,0.005,256,"{'mse': 822.9802, 'torch_mse': 822.9802856445312, 'mae': 17.221819, 'r2': 0.7439500332294565, 'rmse': 28.687632, 'ev_score': 0.7504906704028448, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 1.02379036e+01,  1.78959904e+01,  2.79839754e+00, ...,
         1.55253830e+01,  2.17885162e+02,  3.33958817e+00],
       [ 4.57583332e+00,  5.07790089e+00,  1.47520632e-01, ...,
         1.73937130e+00,  1.04974815e+02,  3.43487173e-01],
       [ 4.90621147e+01,  5.85269833e+00, -7.42841288e-02, ...,
         1.44557595e+00,  9.71126785e+01,  3.67135018e-01],
       ...,
       [ 2.80150986e+01,  3.20323868e+01,  4.39490139e-01, ...,
         5.32439899e+00,  6.86421890e+01,  6.66448057e-01],
       [ 8.99130630e+01,  5.52452393e+01,  2.60219631e+01, ...,
         3.35067635e+01,  2.03075912e+02,  6.97192848e-01],
       [ 8.99130630e+01,  5.52452393e+01,  2.60219631e+01, ...,
         3.35067635e+01,  2.03075912e+02,  6.97192848e-01]], dtype=float32)}"
GraphSAGE,0.001,1000,0.005,256,"{'mse': 0.5597713, 'torch_mse': 0.5597712993621826, 'mae': 0.49282336, 'r2': 0.9998027561225035, 'rmse': 0.74817866, 'ev_score': 0.9998137901226679, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 4.1890864e+00,  1.3117420e+01,  6.1031828e+00, ...,
         2.0989264e+01,  2.6253687e+02,  7.0745459e+00],
       [ 4.9514115e-01, -5.4958280e-02, -2.8587881e-01, ...,
        -4.1922906e-01,  9.8386551e+01,  5.2581471e-01],
       [ 1.2239566e+01, -1.5758596e-01,  1.1168365e-01, ...,
         5.9194720e-01,  8.6092537e+01, -3.7488747e-02],
       ...,
       [ 8.5804415e-01,  1.1205490e+00, -7.6573223e-02, ...,
         9.7639984e-01,  7.0963203e+01,  8.0909175e-01],
       [ 9.8345352e+01,  7.9386238e+01,  8.1217628e+01, ...,
         1.0105005e+02,  8.9601494e+01,  1.5791272e-01],
       [ 2.2152512e+01,  2.9358757e+01,  2.0180195e+01, ...,
         2.7075298e+01,  1.5251917e+02,  1.4187032e-01]], dtype=float32)}"
GIN,0.001,1000,0.005,256,"{'mse': 321.75195, 'torch_mse': 321.7519836425781, 'mae': 11.887551, 'r2': 0.9023939552985238, 'rmse': 17.937445, 'ev_score': 0.9141301016012827, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 1.69622555e+01,  1.45985584e+01,  4.11247301e+00, ...,
         1.44275894e+01,  3.31098206e+02,  6.30694151e+00],
       [ 7.88329172e+00,  2.22147250e+00, -1.80325127e+00, ...,
        -6.71907425e-01,  1.05852753e+02, -2.44604677e-01],
       [ 3.54768219e+01, -6.03666127e-01, -8.47247839e-01, ...,
         2.56702042e+00,  9.83796310e+01, -2.60756373e+00],
       ...,
       [ 1.02237663e+01,  5.60647964e+00,  2.63411784e+00, ...,
        -4.02631807e+00,  1.05850815e+02,  4.36352015e+00],
       [ 7.69030228e+01,  7.82854309e+01,  8.07006149e+01, ...,
         8.30381699e+01,  9.49541245e+01,  2.02259254e+00],
       [ 1.89901218e+01,  1.83612804e+01,  2.64804554e+01, ...,
         2.12088757e+01,  2.07002335e+02,  1.59052491e+00]], dtype=float32)}"
GCN,0.001,1000,0.005,512,"{'mse': 170.17776, 'torch_mse': 170.17776489257812, 'mae': 9.00173, 'r2': 0.9471535388665254, 'rmse': 13.04522, 'ev_score': 0.9518055220444998, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[-8.2306862e-01,  8.3969555e+00,  8.6939507e+00, ...,
         1.4206991e+01,  2.5034467e+02,  9.6575336e+00],
       [ 2.7127522e+01, -2.5621758e+00, -5.1317692e-02, ...,
         9.3866539e-01,  8.9895851e+01, -2.0587158e+00],
       [ 3.7604156e+01, -1.3450737e+01,  2.6056020e+00, ...,
        -5.6624184e+00,  6.7951210e+01,  2.0482264e+00],
       ...,
       [ 3.5761395e+00,  5.9491978e+00, -6.5431557e+00, ...,
        -1.0859592e+01,  5.4723953e+01,  2.3147488e+00],
       [ 8.2641235e+01,  7.8532669e+01,  8.1082558e+01, ...,
         9.9003792e+01,  7.4780029e+01, -5.0746155e-01],
       [ 1.4350632e+01,  1.4876045e+01,  2.6709923e+01, ...,
         3.0061134e+01,  1.5741000e+02,  6.0232468e+00]], dtype=float32)}"
GAT,0.001,1000,0.005,512,"{'mse': 916.2508, 'torch_mse': 916.2507934570312, 'mae': 15.6232, 'r2': 0.6619504585612735, 'rmse': 30.269634, 'ev_score': 0.6619623104731241, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 4.15579987e+00,  1.30348635e+01,  6.27035999e+00, ...,
         2.12228737e+01,  2.62390747e+02,  7.08744621e+00],
       [ 6.82595673e+01,  5.43647537e+01,  1.49749279e-01, ...,
         6.34850082e+01,  1.21694824e+02,  8.20715427e-02],
       [ 1.20237741e+01, -8.84256363e-02,  1.83767319e-01, ...,
         1.41588688e-01,  8.51337738e+01, -7.14651048e-02],
       ...,
       [ 1.26328468e+00,  1.15655804e+00,  2.27046967e-01, ...,
         1.13427448e+00,  7.10475235e+01,  1.14535809e-01],
       [ 6.42145004e+01,  6.47870941e+01,  4.52754364e+01, ...,
         6.01753120e+01,  7.64797974e+01,  2.15538673e+01],
       [ 2.20962296e+01,  2.91185303e+01,  2.02847366e+01, ...,
         2.71131020e+01,  1.52289764e+02,  1.84307098e-01]], dtype=float32)}"
GraphSAGE,0.001,1000,0.005,512,"{'mse': 0.04183058, 'torch_mse': 0.041830576956272125, 'mae': 0.15150255, 'r2': 0.9999850225097132, 'rmse': 0.20452526, 'ev_score': 0.9999890824158987, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 4.2209892e+00,  1.3094973e+01,  5.9754219e+00, ...,
         2.1066025e+01,  2.6224280e+02,  7.0870495e+00],
       [ 2.4925423e-01, -6.4239502e-02, -1.6009140e-01, ...,
         4.8741817e-02,  9.9145813e+01,  1.8376064e-01],
       [ 1.2138244e+01, -2.9381514e-02,  7.2843075e-02, ...,
         1.5493202e-01,  8.5302551e+01,  8.0863953e-02],
       ...,
       [ 1.1125174e+00,  1.0030918e+00, -9.2276573e-02, ...,
         1.1289434e+00,  7.1078056e+01,  7.6167107e-02],
       [ 9.8361786e+01,  7.9055191e+01,  8.1072342e+01, ...,
         1.0117375e+02,  8.9192184e+01, -3.4725249e-02],
       [ 2.2287630e+01,  2.9014305e+01,  2.0044668e+01, ...,
         2.7116016e+01,  1.5224924e+02,  3.8107872e-02]], dtype=float32)}"
GIN,0.001,1000,0.005,512,"{'mse': 30.592903, 'torch_mse': 30.5929012298584, 'mae': 3.6344604, 'r2': 0.9907238498705232, 'rmse': 5.531085, 'ev_score': 0.9921881258487701, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 4.9854341e+00,  1.3282822e+01,  4.9109497e+00, ...,
         2.0279320e+01,  2.5257216e+02,  6.3920169e+00],
       [-3.9805210e-01,  1.1209395e+00, -1.4260173e-02, ...,
         3.6521924e-01,  9.3893509e+01,  3.1492519e-01],
       [ 1.3360054e+01, -6.3735747e-01,  1.1958303e+00, ...,
        -1.2466533e+00,  8.3849838e+01, -2.6202303e-01],
       ...,
       [ 1.8908110e+00,  2.5955191e+00, -2.3194969e-01, ...,
         1.3223574e+00,  6.6288528e+01,  1.6282866e+00],
       [ 8.3751251e+01,  7.6511917e+01,  7.8413773e+01, ...,
         9.3695404e+01,  8.5181076e+01,  1.7384214e+00],
       [ 2.1013020e+01,  2.4324364e+01,  2.1389351e+01, ...,
         2.5936533e+01,  1.4505667e+02, -3.7410259e-01]], dtype=float32)}"
GCN,0.001,1000,0.0005,32,"{'mse': 680.5672, 'torch_mse': 680.5672607421875, 'mae': 18.57592, 'r2': 0.7746472363851108, 'rmse': 26.087683, 'ev_score': 0.774755651752154, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[  5.3407564, -11.716463 ,   5.1451883, ...,  25.171747 ,
        184.91516  ,  19.169292 ],
       [ 28.95112  ,   9.073865 ,  -5.534763 , ...,  17.035551 ,
         81.688644 ,  -7.767146 ],
       [ 35.056328 , -27.172947 ,  -2.8648145, ...,   1.1699319,
        101.99039  ,  -9.908229 ],
       ...,
       [  2.1217644,   7.828905 ,  15.648518 , ...,   2.01493  ,
         73.83237  ,   1.4008064],
       [ 83.85915  , 105.72195  ,  77.14784  , ...,  86.56042  ,
        120.54942  ,   5.910898 ],
       [ 48.917896 ,  44.86732  ,  45.846138 , ...,  31.090797 ,
        220.01334  ,   8.101515 ]], dtype=float32)}"
GAT,0.001,1000,0.0005,32,"{'mse': 572.3926, 'torch_mse': 572.3926391601562, 'mae': 13.8211565, 'r2': 0.8231233968097866, 'rmse': 23.924726, 'ev_score': 0.8232070952653885, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 6.0044548e+01,  2.0541601e+01,  1.4825258e+00, ...,
         2.3209137e+01,  1.5602196e+02,  3.1228122e-01],
       [ 2.3689256e+00, -1.3714390e+01, -1.5983452e+00, ...,
         8.3518970e-01,  9.2900040e+01,  2.8355014e+00],
       [ 1.3650246e+01,  3.1435721e+00,  1.1678733e+00, ...,
        -1.9117743e+00,  1.0332262e+02,  7.2260395e-02],
       ...,
       [ 4.5671764e+01,  4.2057167e+01,  3.4280777e+01, ...,
         2.8031628e+01,  7.6434952e+01,  2.1852715e+01],
       [ 9.5938408e+01,  7.7813103e+01,  8.3009163e+01, ...,
         9.8490746e+01,  8.7748154e+01,  3.2698281e+00],
       [ 1.8855412e+01,  2.8858837e+01,  2.0209496e+01, ...,
         2.8935444e+01,  1.4798242e+02,  1.2189187e+00]], dtype=float32)}"
GraphSAGE,0.001,1000,0.0005,32,"{'mse': 43.853394, 'torch_mse': 43.853389739990234, 'mae': 4.783583, 'r2': 0.9853695986198486, 'rmse': 6.6221895, 'ev_score': 0.9853755235671997, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 6.1795683e+00,  1.0599943e+01,  7.2717724e+00, ...,
         1.6779200e+01,  2.6237021e+02,  8.9269238e+00],
       [ 1.9736134e-01, -2.5387368e+00, -5.1013970e-01, ...,
         5.6826801e+00,  9.4279549e+01, -2.9523492e+00],
       [ 1.7182028e+01, -2.7751179e+00,  9.9904530e-02, ...,
        -2.7356112e+00,  8.8420967e+01,  5.0166748e-02],
       ...,
       [-3.6382842e+00,  7.8999815e+00,  3.2846625e+00, ...,
         1.7653559e+00,  6.5950310e+01,  2.2956593e+00],
       [ 8.5015099e+01,  8.0752625e+01,  8.3270836e+01, ...,
         1.0460956e+02,  8.4802505e+01,  5.7854074e-01],
       [ 1.9410095e+01,  3.0825340e+01,  2.0126667e+01, ...,
         2.7100504e+01,  1.4879216e+02, -5.1059723e-01]], dtype=float32)}"
GIN,0.001,1000,0.0005,32,"{'mse': 2333.0876, 'torch_mse': 2333.087158203125, 'mae': 35.840714, 'r2': 0.2033699347886996, 'rmse': 48.302048, 'ev_score': 0.43494565784931183, 'y_true': array([[  4.,  13.,   6., ...,  21., 262.,   7.],
       [  0.,   0.,   0., ...,   0.,  99.,   0.],
       [ 12.,   0.,   0., ...,   0.,  85.,   0.],
       ...,
       [  1.,   1.,   0., ...,   1.,  71.,   0.],
       [ 98.,  79.,  81., ..., 101.,  89.,   0.],
       [ 22.,  29.,  20., ...,  27., 152.,   0.]], dtype=float32), 'y_pred': array([[ 1.00298676e+02,  8.81578140e+01,  4.47898827e+01, ...,
         7.60261154e+01,  1.11093498e+02,  2.25418549e+01],
       [ 3.40982056e+01,  2.95570927e+01,  1.47791948e+01, ...,
         2.51322727e+01,  3.79157829e+01,  6.37040567e+00],
       [ 3.52088509e+01,  3.02093945e+01,  1.50105162e+01, ...,
         2.56868362e+01,  3.93214264e+01,  6.44870996e+00],
       ...,
       [ 8.69051516e-01,  6.59976184e-01,  4.82708991e-01, ...,
         4.58965123e-01,  7.89475918e-01, -2.92629413e-02],
       [ 6.94607849e+01,  6.09565887e+01,  3.14628944e+01, ...,
         5.14424706e+01,  7.63434067e+01,  1.57076674e+01],
       [ 6.08277626e+01,  5.32036362e+01,  2.72218475e+01, ...,
         4.53264656e+01,  6.79167404e+01,  1.29537992e+01]], dtype=float32)}"
